"POOL_01"	"study_01"	"study_02"	"study_03"	"study_04"	"study_05"	"study_06"	"study_07"	"study_08"	"study_09"	"study_10"	"POOL_02"	"study_11"	"study_12"	"study_13"	"study_14"	"study_15"	"study_16"	"study_17"	"study_18"	"study_19"	"study_20"	"POOL_03"	"study_21"	"study_22"	"study_23"	"study_24"	"study_25"	"study_26"	"study_27"	"study_28"	"study_29"	"study_30"	"POOL_04"	"study_31"	"study_32"	"study_33"	"study_34"	"study_35"	"study_36"	"study_37"	"study_38"	"study_39"	"study_40"	"POOL_05"	"study_41"	"study_42"	"study_43"	"study_44"	"study_45"	"study_46"	"study_47"	"study_48"	"study_49"	"study_50"	"POOL_06"	"study_51"	"study_52"	"study_53"	"study_54"	"study_55"	"study_56"	"study_57"	"study_58"	"study_59"	"study_60"	"POOL_07"	"study_61"	"study_62"	"study_63"	"study_64"	"study_65"	"study_66"	"study_67"	"study_68"	"study_69"	"study_70"	"POOL_08"	"study_71"	"study_72"	"study_73"	"study_74"	"study_75"	"study_76"	"study_77"	"study_78"	"study_79"	"study_80"	"POOL_09"	"study_81"	"study_82"	"study_83"	"study_84"	"study_85"	"study_86"	"study_87"	"POOL_10"	"study_88"	"study_89"	"study_90"	"study_91"	"study_92"	"study_93"	"study_94"	"POOL_11"
"FT0426"	8789.50853317079	12088.2871356483	4213.53832650175	6960.85420022956	7027.53682705738	6668.93222655268	9583.39881618119	9883.11243148693	2735.62222661669	5716.23923448948	7079.19947579584	7979.52344004774	6094.11983381051	7890.88512722257	7145.45512825684	6183.29788297632	8889.59904482932	4344.91736676248	5454.39434078162	4980.53943071755	8826.67971036445	7757.69327839816	8659.40615700583	8112.2267650813	6040.72104742411	6544.86265053567	5192.6115193949	4989.87546867756	7282.64462612611	5209.89441082992	1821.44183495692	7553.34173189841	8180.08685393532	8101.55164537056	8765.73255454878	5898.15552920025	6176.90271232636	10731.8950895844	6049.25269189765	5261.73670032471	4392.55457697177	8872.62927545239	4131.6535348369	5186.35425072765	7571.46963276052	7801.7229910524	7215.64509534562	6843.85210697231	7005.69832261865	5282.27269068798	8499.34177181133	6980.66413401005	7970.08894405595	2854.78875128662	4472.10357036133	7772.52980734498	8026.84237587827	13004.3489159179	6214.60077754933	8810.97317281735	5256.84524708203	7100.02435014345	3152.19023329533	13518.9008201894	5978.39725862731	2330.16680900969	8343.14837936183	6841.27739442318	7142.89889303793	5536.09664211494	7068.90365181967	4663.51703105152	6370.91396820823	7275.27243233758	5855.70966964242	7706.0523210747	7872.65332787651	7744.44544098373	5544.77342387557	9597.73461577359	7469.98735853304	5627.46660877096	8474.45444128259	4841.28298711008	5114.87063502062	7204.0579756207	6424.92425402921	6467.75727051743	8009.21959663264	5770.32492151823	6286.62893284073	15358.0787465328	4900.1728438194	8483.70270225065	4371.21958772297	5597.84248873895	7540.26602265694	5594.75907826139	7409.16811785143	6101.49154470741	4707.84920046741	6194.63058921349	5028.32789957748	6684.72274932099	7632.6897809915
"FT0457"	2095.02528336176	2032.95722812186	2043.93652092311	2252.22362215987	2073.68163589693	1771.78698446047	1777.91569745873	1710.12606003915	2797.79955422783	1842.34108657722	2340.58436521042	2010.22601298643	2623.83563385877	1824.59310755831	2077.86082418725	1847.41335553778	2227.0799382701	2486.5735891093	1916.81630448508	2339.59664684156	2138.25075724988	1937.90991360616	2032.23030591654	3041.43303386769	2076.76696683163	1922.00021138059	3278.69240841153	5068.76449807896	1612.25790280159	2107.68517943268	3925.48210524538	1646.82185225189	2383.52306365257	2022.60593132656	2202.47997933875	2376.92044422871	1881.24968148835	2364.99220455394	1990.95069843	1771.08331953643	3021.79417836709	1598.11158010872	2189.99325299864	2186.18912110929	2218.79197225073	2624.53213293612	2945.28471641742	923.494128711513	NA	1410.30319367622	2113.55678027932	1830.44261033038	2254.09172727272	2263.36705672285	2011.31322322524	1942.18753823317	1898.75250732973	2325.57156253216	2267.27201236658	2485.11768396588	3022.38673681602	1782.03737460537	2441.17783354581	1834.66801920248	1848.51049027175	3722.79026381498	2107.17251791141	1696.79329334661	1696.55013210341	2279.41515260943	1978.73770615612	3441.44284507831	2795.47836330434	2289.11782197563	2051.02278461842	2090.03678750038	3126.94978509455	2033.94940009284	2070.8464161056	1296.12585839622	2269.40590359366	2290.84851095258	NA	2735.68169907922	2588.77676720929	2273.00557429719	2580.17148217758	3267.29420323454	1845.13546797691	2753.85786169506	2108.27101467353	2131.44206695115	2130.57251233382	2943.556914862	2844.68674485706	2390.67116312243	2294.02321127381	1977.63162361248	2453.79877880465	2126.31786095584	1199.16693074209	3036.88256357121	2533.23508022626	1924.87618517978	2146.92439357303
"FT0465"	NA	759.535321679784	674.703309172421	788.194696921014	889.462908564167	1208.65125840322	650.063002294539	714.52925290208	NA	760.50954373486	890.591307897351	834.189759703767	NA	NA	894.041669230902	750.836774062165	1141.79858210819	1258.79850187725	844.632323186642	789.647289388973	NA	832.924680951718	784.741953724726	1218.23271567198	773.378386393684	NA	NA	NA	753.785862014557	1027.58375361426	NA	827.450457647191	932.554503139283	NA	813.47145821839	748.033539791683	676.412824919506	1028.87154771466	864.858458098184	802.313621865388	761.719872051005	705.135337107438	872.202418458835	829.251204589703	790.787838305063	928.119604249316	NA	1053.26345002127	1494.42589804237	962.539112469416	719.368853826969	892.005228879241	956.922524475528	NA	828.778725169048	735.961271611969	873.486790572304	800.627147504725	897.588501092075	816.691650474931	849.298455534233	864.986245822157	NA	784.200475821384	1073.05326289921	NA	739.763463044669	842.149847633432	922.659581566827	932.183812898571	742.889826227185	NA	961.00381046336	939.254815137439	797.44682694773	826.740243306508	887.924164499495	728.23424575338	982.811124729018	1544.871275161	858.191568778747	1049.63897503416	1671.34023827935	992.302200309158	953.096904641514	NA	1023.28440173976	1453.90474090115	827.975733730608	933.342835082497	1045.49593632162	911.095532730817	1280.78520634478	1053.19378560359	837.827876385944	967.330326645554	738.676581101559	851.544603179701	990.971655697304	885.86547341954	1051.06460341247	1312.27975430355	1021.67774414751	737.83679852713	822.704219600531
"FT0565"	28378.9011094408	31199.3908905223	28481.3283349769	37154.4203296681	24435.0537716612	38107.1850449231	33775.9637296214	24093.1919674085	8407.13705182056	27400.8769518369	32965.9243687272	28089.6465043325	22230.6119217099	30216.2907132646	25389.4420152781	25976.0687095509	37312.8700503485	23015.0708215866	41233.4407951711	20145.1503416324	31359.3884946672	37374.4393069292	27608.332291622	NA	31396.0089597918	32006.8402123342	19813.5369599606	20811.1490204647	25292.9562606981	33954.110986509	5438.14741540028	29255.7149803541	28353.3476806994	27446.9092043302	25084.1727238606	22825.4897424981	19886.0782447189	31998.4969261844	38025.3068436351	31885.6192599361	20597.8625022869	26337.7655476062	29507.434090712	20886.5076524329	27576.3616254584	39854.8487281876	20242.0017441679	50244.5915575351	36440.3553996253	25623.73243064	33161.786221363	32996.6006893832	35264.106146853	25690.0978968167	29024.8707270489	26988.3603098805	28647.168581716	39237.8752551129	34789.440589188	35291.0172560619	30737.1763751776	NA	18319.3157117515	42998.4335525531	34173.7738144866	9912.16309609025	28139.1832860898	33704.8101558031	39492.4218864511	24270.9722180216	24032.0091418429	24365.7529064051	24271.7277554989	26826.6510080048	34535.259936267	31401.2575415018	31109.5941046985	29999.7316015704	25949.1040251432	39597.9219672054	18300.4622274721	32306.4794558213	56063.5771676954	42506.3223453496	34773.4836826536	32172.8504578101	30751.2609821394	31862.7930321346	27737.1721564708	27849.5249650401	37271.7350902791	49810.9277520979	33711.495733768	23818.100695278	32955.5297994196	37805.4463994047	27994.783310507	32696.8809078383	30543.9509084353	31359.3345292082	37391.8587022458	22418.127001724	25298.4581656682	28959.560731736	27800.0688379465
"FT0601"	1383.59175950948	5948.29975221623	3092.43322351742	4533.30520276682	3258.85878515992	7084.36600878199	5026.14980153514	5492.02030767805	NA	5353.0179238982	3339.44647755405	1387.54841854569	6094.06658511192	3677.20585324005	6698.20078542743	4089.08938447939	4687.63999277112	4655.42548793905	4613.27906552429	5475.83927120245	4941.16577671756	2823.89193610364	1587.74847314795	6644.33778057433	4557.61481508484	5967.14271606061	NA	NA	5415.91945909814	4573.5292838457	NA	7434.99588465643	7147.21454578967	1628.7409416675	4249.62140812598	5186.75457797662	4270.04336579228	5012.10228126897	3753.46028523225	3635.85914225323	3994.22729694026	5038.07005088154	4197.68810625786	6489.63112894268	1344.68434673839	6072.55725740354	9482.4343464224	5948.58307121606	4408.85803434491	4951.07715838533	3873.40527283737	5401.66912104348	5165.87522727273	1736.22554207533	3734.77342619903	1529.84034290708	5562.48383136234	3708.05326325574	5143.13632304941	4954.02258090742	5148.24077889942	6000.88695296528	2448.1752187367	4546.77038088977	6549.41949584672	NA	2988.66801393812	5747.74219881826	4803.6578873944	5139.02383207927	4599.03973641099	3315.38980878405	4766.02618566865	5641.11567762204	5139.5647853844	5834.11581163614	7351.77154574447	2865.27824784917	5583.71806226527	7258.98960372095	7507.01606245259	5979.66787666133	4922.45732926577	5227.06808870109	8672.17003450128	6462.46167788614	6214.90031717413	7324.90642232629	3158.71157033982	3319.13723674851	6650.19693485511	4344.87229260503	5969.61513476417	6981.82395554466	4219.01387727148	7083.55882494476	3010.60062398	4885.20594182514	5431.3293017994	5204.26649155708	5881.65627875193	1719.45670447604	5679.45956763617	4498.52625922153	2049.21664095688
"FT0628"	6838.14309445629	6785.43722470875	6881.63462146057	6704.35275593506	7702.71656585932	5462.17947834705	4943.01750673455	7196.46559555414	28985.1288936696	7881.44571056883	7526.91640639688	7107.83739768667	8630.9417924334	8141.10443765119	7492.94336523112	7136.57902422315	8173.2405379049	7813.58240173407	6859.24878538246	9226.71786014144	8122.39177070203	7358.17607105437	7189.21484633328	11261.3052520371	7860.2189699333	9404.30632405738	29562.9860241875	29017.4186086352	6570.54000454442	7647.82073465864	25915.1303860971	6491.35205304404	8979.96975680641	7787.53402114975	9995.24408075599	7482.67725570589	8043.90699924004	10203.0994644281	7801.87565974705	9128.62420972503	12362.540987469	6574.04513375913	9429.43119214752	8252.83670428843	7852.97656231711	11069.8992110806	11059.768556067	3316.78132306069	922.228435700899	5344.00961478617	10166.3169751007	6242.59665564943	8016.26084265733	24156.2785439655	7215.39825484244	7634.60746661879	8928.35254869946	8050.67483726921	6337.94949566682	7923.78915035915	9810.37794189371	6004.4152935628	17077.5394257582	7479.67669896113	7220.2673888888	23829.7467056437	8073.2361308922	8843.6571927286	8160.07286624543	7138.73771974863	7347.62566246056	29849.4132063548	9409.26564015177	7599.01216287536	9103.19088841821	7414.68132685113	13130.6843472217	7768.42873889817	8762.53215715108	8804.89490757053	9354.90100147818	7239.47810279011	NA	10704.7239652795	9022.81563906318	9505.70198200667	8848.27886102637	7761.15329092828	7808.78200339727	12089.7179984244	5229.68039241704	10154.9132124143	10121.6200380328	10899.2709363868	9971.67800567161	7398.85295561134	7970.3681978069	8192.99500903907	9767.09489312771	10331.7834582641	5358.61946158703	8803.08201476294	10768.214856336	9852.97209723131	7926.293160391
"FT0640"	12593.6812002278	18290.0647697938	17778.9245434045	30842.7385249919	17821.6157842822	NA	11022.6115739663	6858.51652126464	52443.3127308979	9396.16309402594	10909.8772785833	13923.2293894953	7720.29404792212	30186.1048748679	9041.48190432731	9271.42859438199	NA	NA	3423.28609670651	3601.98813429068	12501.6074896858	26150.6976453755	10886.4913533666	NA	NA	9671.87645141908	NA	58750.9345202514	43019.9990829148	11425.0594625862	NA	33435.4469182804	1266.87713786047	11539.484421845	20164.5027632462	NA	23863.6010712743	NA	17707.8851817601	24227.5687994775	16893.5521471265	9678.22880417233	8257.97249997514	12211.4395502461	12724.4582835719	18348.5631906244	5691.91561026614	10172.7616032826	29796.7585683467	NA	23997.9928371472	7037.48600263932	17233.8514615385	36967.7749198336	3976.52524673885	6838.0528323346	9675.53515525471	NA	4216.99828535726	21483.2619679976	27317.0936677519	14650.7837509703	10218.1637086512	5170.91161886576	12382.67722329	52081.7849787785	11979.2112850268	7126.30055071206	22003.7437744836	18806.3937290735	18964.4215690444	25909.6451883731	5137.13468564408	NA	6544.4437961611	1637.68372507997	5787.17430385599	11761.0114904867	738.76083828539	3671.84170391636	8533.59938895873	16927.1265508974	27798.5574837227	2843.33257730824	NA	9926.06974507228	816.01543907946	8410.62452721115	13344.5188524807	59314.0633745827	5496.85112263353	33526.9271714356	NA	6695.92542956615	NA	NA	11262.1202475675	39931.622901278	9399.69912877935	19180.5925181738	23738.8555393784	6556.73623985919	NA	67344.2246656271	7252.03027990297
"FT0659"	2194.09909891513	2274.84407926634	1964.43631003185	1444.70320897496	2126.09523453133	1607.87400889359	3070.4877393329	1253.55883352543	7492.11238819587	1198.27042515571	2175.71091789853	2891.1557863225	2188.01604298606	1705.62924656441	1819.0846975494	1869.97001947223	1377.54085750836	6559.42087057209	4158.70025836011	NA	1968.19497989861	NA	3724.42128930794	NA	2241.68572258875	3192.73315843026	2861.38898481962	NA	2997.56581357731	1227.33040906137	4627.67630171512	1821.50602883829	6721.6607671077	4008.62870165133	5628.59846717998	2683.44964067911	2997.58562170771	2839.17017584887	4869.67281330552	1540.58129179301	3722.78367635646	NA	3769.68968668363	1801.53097074132	3433.474770373	2381.64244132755	3096.62120424883	1699.14554118249	4124.36717464342	NA	1751.71044960823	1165.61128875869	3103.07181818182	5796.9369661131	NA	4648.33363047148	1541.77722060403	1788.18724971662	1015.39460587135	2710.97794881728	6311.53531975975	NA	8073.4132324875	1482.73886823279	2625.65070643842	9571.2129021314	3432.04374291987	2897.90833800026	2012.45782454561	NA	NA	1781.48166584712	1094.91905344471	1046.36896787117	NA	1442.25037804905	NA	3352.238282213	NA	NA	2901.52528270037	NA	4590.76666182905	2112.11605403334	2578.83602854939	NA	5365.52757424203	1191.18097392732	7209.40483401845	2525.51364573168	2549.14675760688	3621.53544650539	NA	4174.43326169261	1071.89400398873	1570.15857672337	6871.46697607503	4123.78247212208	3923.75621975673	1784.70956878948	10184.4413519432	1337.30285337025	3979.90345815893	6206.49966510682	7773.97490330377
"FT0690"	2095.03987077655	911.914643333385	2014.48855040465	1493.70868107913	2018.88857360653	1141.33530384489	1036.03365347185	1259.29747746461	1764.25276737478	1614.85503094072	2032.64634016597	2291.17472112579	1509.10203186551	1297.35242192376	1585.83052525684	1572.78484002576	1861.8338002241	2011.77044742781	1376.48155855312	1823.38046641143	1008.88450184211	1973.14312554335	2158.25980128391	1605.97895773391	1215.03696323463	1640.57569986277	2006.57616513708	3535.92197835968	1191.41297137346	1820.03573348705	2105.43439000855	1035.87921522077	1042.56541335408	2345.68830443396	1620.57166317961	1094.7737781446	1532.22144168479	2056.91219760742	1751.67266950155	1576.26135061932	2584.04101853118	954.668688657569	2290.02638515776	1614.14819279493	2181.173539136	1433.33749950104	884.336962144712	2117.95294083454	3679.77356669102	1437.43833527168	1721.56114325387	1197.50653240489	1670.58326268231	3210.20368765612	1729.51236738489	2315.07239027334	1365.71518798861	1428.61358266945	1620.48013083095	1417.81082255646	1689.32635089301	1083.98431849036	2225.09253867991	1869.81763311566	1301.59892422863	2844.88922697746	2199.57856407318	1155.09297149343	1734.76807507801	1642.46909340583	1622.9473826014	2761.43032454754	1743.05913342317	1449.54960812048	1506.36465318812	1393.03992657619	1840.60066269696	2063.59479517789	1554.15473992873	2331.7547152623	1249.6457646265	1885.6382210408	3588.42267973373	2096.18226093148	1360.62183458206	1371.71439450359	1379.15504917609	1827.93881617813	2110.18167639807	2269.22036459253	1789.70492880329	1944.18154282393	2033.748095534	1373.43749349059	2231.44240715744	1571.54035498472	2162.15205527583	1599.84354940445	1764.53596771402	2027.0466286353	1827.86245622087	2989.27049201514	1473.19669552291	1675.18822178085	1917.73950551086
"FT0697"	2977.4315968638	3613.23055904273	3253.27659551539	4563.95427094791	3554.59718775614	3067.6134422881	2560.23376378685	2827.29752390358	2541.02275636778	2908.39271547675	3291.10731094176	2859.38607340904	2896.7821470462	3429.03164526765	4123.23869797441	2771.07427719188	3707.6922060711	2364.98237034412	3081.33946537398	3400.07501406654	2618.95716456337	2775.54372532928	2702.45608341804	4729.1636604647	2525.59778616043	3114.97873138936	4124.37057714288	6123.63313744705	2398.56716817314	2750.73653971396	3682.62850648217	2746.85235507677	3367.32491492478	2733.58990412084	3476.91766360607	3296.17226922655	2850.04456931085	4090.21841014268	3196.25518783173	2617.98174519602	3867.50265309021	2903.64028700203	3869.683970401	3305.48826299412	2976.52254611224	3752.18833759506	3195.71497786332	1267.4387282979	NA	2252.54412092545	3832.81054257277	2814.8324682961	4629.8707027972	3259.06024429256	2145.42218264204	3966.01823198292	2719.57261860591	3157.96522113693	3305.38497686069	4510.81278640497	4088.83710659492	2781.09450317107	3436.95388438974	3058.57005199171	3321.93130430004	3480.90013045372	3258.91393664364	2985.14335286153	2811.12461189309	3135.26530416889	3293.3418036048	4388.7129624234	5063.2668260058	4493.94716528832	3383.05154773582	3453.17539867067	5721.08341679707	2914.78985987911	3535.93573805035	2458.84019749132	3322.28139259962	3920.53178254423	NA	4826.67006981101	4543.13558686949	3001.23171138869	3243.09654558205	4767.27329879846	3110.28447967804	4890.72778083017	2989.10974096294	3281.58583275404	3806.31391332908	3462.67046130958	4412.61598200507	4098.61731701624	2967.16455931001	2845.4923897486	3996.55811876616	3552.49179634462	899.264402480975	1145.8447958022	3827.84213851526	3052.44900557344	3157.05628086771
"FT0737"	2709.32916889511	2405.01706631911	1422.46032703014	1349.83788734942	2862.36333745168	1383.4296608247	2195.14191454997	3144.48113580501	7004.86860467676	2076.43651016297	1736.63150641964	2293.3157766909	1572.50279419418	3366.9103573061	2771.33660594694	1593.35119158512	1713.70621870945	2097.21265824091	2127.66520585798	3653.23170864105	1143.22487883457	1161.39947412439	2754.48285598778	3529.63849847558	1587.1088019074	2782.86999587964	3680.42484043399	5764.86862331937	1178.3082669748	2995.28157281513	5098.09016871652	1833.10557221191	1937.63027364656	2317.58164095257	1997.59531273387	3388.63212688637	2347.85827931835	1493.82150440227	2789.82793615661	2045.23020289394	4534.65818661423	768.977994142199	2703.09737126084	3673.39263896046	1782.85982590131	1137.14806789652	4071.49573864822	NA	NA	1622.18475953699	3672.90393022078	795.112808075937	2295.83116783217	5574.18514827049	1407.38238066686	3223.55425164464	2685.96873624506	1602.27746868076	1175.3493600333	2950.92989025106	2868.16663324216	1591.98427647165	4497.36701909366	1900.57437331153	2719.15319587361	6119.47542380158	1697.1202138549	NA	3039.7717571258	2622.63486902862	2650.10391478737	4575.26883490535	1404.63746352036	NA	1609.89791731044	1379.87162274059	2317.42556134658	2296.63833583173	1648.21505941853	1048.52747123159	NA	2316.05028299053	NA	2769.61404902214	2328.59787606187	2947.491896257	3235.98715247012	2222.26983177985	1896.67395063294	2985.47054067747	2130.50918792095	1964.39429080886	1757.65764833696	2772.94381301238	NA	1375.25502367935	2506.77012667428	2170.82273352651	NA	1781.60675178578	NA	NA	3723.88331248728	2054.33729604313	3400.41092445199
"FT0738"	8259.00039424131	8456.6617700582	9543.934635588	11390.5786756888	9267.63175942807	6839.6766348494	7275.71469798061	8602.1086596292	13785.2593795053	7434.42063145014	10861.2723446695	8486.35652587734	10851.5614988271	9709.47285527856	11628.8048773722	8958.71833721481	8868.62195793479	8035.44630975198	7960.67892557397	11321.8417690482	8761.72519587992	8292.92847023959	8384.31545036431	13414.3417330108	8246.50842320573	9375.60150997869	14043.4019722567	21320.0759399257	8114.96995114084	10494.1283261372	18813.255748942	10106.0588535353	7944.92500046265	8582.30288031158	10545.3596159839	9843.02058614049	7884.65575227934	10480.8910555906	8900.53262666688	9759.52115617158	11001.5009166925	8488.32051113726	9464.07437032972	10681.8112682886	8181.54322877024	10268.5702359657	11317.6813799877	4077.34676019692	NA	8877.62208673241	10794.6158139808	8134.81523627586	12681.8819160839	15663.8954204565	6565.58485388291	8829.93955082565	7705.06943242842	9170.07214834068	9097.19951632972	11993.8720618623	12694.3297408296	7480.08437527364	12904.816675043	7462.4656986493	8936.91407072688	14766.5195462349	8612.27642922644	8121.53070283522	9386.97931759528	10075.3123337209	9689.24989626888	14057.2004241469	12981.9116649052	9968.49818058427	10098.2557232737	9584.16263568617	12218.9986001326	8320.80789494933	7558.29379152512	7163.92680082939	8731.15397313447	10339.6378976823	NA	14604.20436715	11766.4177875194	7856.15217334543	9757.18177174974	12565.2941160015	9453.98187943923	12978.9657531988	6135.94612307308	9590.64082751278	9303.72785830262	9445.5815709924	11148.2054860287	8870.04823863846	8996.3403710059	8404.46944138922	10168.6771698032	10029.2309135149	4641.71697477756	13192.8402847666	12190.8405547636	8400.42771388996	9312.43261846122
"FT0942"	3843.3988884933	3818.24505995842	3779.32334437984	3956.67612052386	3973.99231534472	3335.78820905795	3360.86599910538	4041.40672310023	12953.1781373582	4039.36787658871	4091.55778020444	4243.17709021652	4290.74499012769	4223.51468730606	3659.76206316964	3995.01264777126	3537.29129909465	5434.38795304302	3247.34392137547	4221.18495374798	3759.03097067615	3785.38904111126	3864.65962318439	4461.9016879774	3831.18439744959	4186.55345564273	9086.6062735134	15521.1447354336	3827.38869373682	4353.45179604772	15448.9655263008	4423.13880476734	3726.77509747896	4242.90426469085	4028.94024909332	3873.50315109369	3984.28367830989	4758.84647311198	3764.96964912425	3964.0795327726	5428.29608463998	4211.71332681523	4209.79981094726	4079.26160475908	4030.47524579565	5163.33681206665	4306.85986511279	4432.05712753305	5871.77317891351	4262.64296197103	4157.18226729594	NA	4482.23092657342	14213.9064217375	3829.11776930817	4264.62697934669	3605.39210272928	4249.71590458696	4082.78793064585	4682.62209089991	4229.12869846008	4118.44438036881	9626.72234952879	4977.61192695452	4285.53931499309	15080.1493750259	3882.93891351298	3787.77402946732	3497.94213819585	4740.30224311819	3842.77745877218	6679.65023343682	4405.48998481929	4275.74842742327	3556.42371079772	4340.61882734825	5447.92369850186	4090.51798971227	3684.95101527156	8289.28767351967	4230.19023070335	4719.77760743029	5678.97378669098	4504.62822313024	3865.45884727265	4138.8632463554	3886.6349506612	5000.23843353964	3901.90623814613	4882.51509829039	5012.88465259044	3795.21550001561	4358.90472397104	4340.53978641402	4414.34790931107	4569.22716784828	3930.92083361646	4708.6519750613	4167.99834899073	4568.34158233717	4679.39583240945	4888.12503063878	4547.56345089269	4829.83914310358	3987.39759932451
"FT0950"	23214.9350555086	27507.8426091182	19765.9572516805	24915.09694628	18926.5515944366	28810.3888659894	26689.8394024605	21263.8525854403	54621.0960380107	24186.5966109315	27349.9621795338	24106.9018510022	31842.3672322491	21523.8436828109	25809.7510701227	26244.2275305626	20374.9880260275	18006.1870394751	24470.7583773337	23622.9409552625	24698.9041118577	22784.7016551755	25129.6877347129	21829.1855748797	22885.4813210488	20352.1322301762	39609.6422995849	56649.8157179054	27205.9643982679	16263.7081657047	53625.3120151051	25287.9941912573	33237.2557248723	24640.7217532361	16890.5474670524	24646.459335127	23525.7416698277	20722.9999407836	19684.4146775869	17139.7420277343	24389.1627234772	24761.5171758788	18515.6055796655	25160.8084326487	26173.2207397312	27644.8761868673	24837.9216910629	15874.8867042782	2629.07365308733	23273.2488905232	19749.1887067919	25931.6883587076	27366.4697307692	67499.9876275765	25808.0139298618	23700.9449648816	23369.6685482528	19810.7042496962	34483.2922778792	25872.9761823769	31195.4992261639	19971.5851458956	26016.0762147636	22695.6847897399	20606.3829380728	57178.6368214865	24424.940470765	20760.4522290321	21804.2438332509	27303.069753564	26017.1529254265	25483.2224981762	27653.2296718047	21395.3077521262	18551.4792390153	18609.9563368026	22623.3437701409	23005.9332974832	26430.8629807864	16828.6636283246	21801.9869340455	25364.2193746885	NA	21344.0184392781	24519.3644050154	24235.7225767543	18852.4161324091	32700.3508870599	23859.4331055341	18721.7403867386	27544.7184514269	18308.5893001938	21979.274556426	29338.5539028899	20709.8905134391	27833.5201764216	24141.4839738867	22683.4127165387	20734.4809329764	15481.5695477515	17929.7005980418	21210.3655277884	19669.733181898	21770.9597270723	23344.2669406488
"FT1023"	1051.16413682869	1237.36631222475	1106.43010694102	1424.91324524259	1890.83245033549	1200.11657699263	984.901477565269	1388.44253553197	NA	1500.33008201049	1584.18236537253	1237.42624695773	1118.02445589545	1347.85560006983	1366.76989586666	1368.38928769601	1655.21569629479	1058.61485240668	947.156754121838	1382.23085765382	1535.71292418095	1283.91765519513	1270.08862102251	2449.55761674926	1295.86294147588	1119.82685591261	2346.61024953802	5763.89128844828	1026.62373437998	1436.62573218197	2343.92140358822	1330.58772589571	1207.3081929103	1257.90160256698	1443.28103042711	1376.23226623187	1613.15313414625	1147.18996025171	1201.84894466611	1210.2628401765	2089.6043916406	1450.81832617503	1474.29868488997	1547.02781815602	1345.12642011133	1788.17848232508	1467.00648719992	861.797694376326	NA	1221.17248203145	1579.29022584172	1335.47263138088	1478.13842307692	6776.30671463598	1401.17766144306	1168.39107438556	1662.36897779253	1383.63300548995	1962.82713045449	1599.82967451498	1286.49976346184	NA	1792.70003296532	1472.60004596507	1534.98994428338	3337.39547131917	809.417860352036	1741.30733572342	1200.52680949327	1349.22421735056	1488.36574146251	1319.47435948183	1707.64103053528	1888.68933341881	1463.12336732419	1272.86777236135	2602.87131658878	889.152062964731	1544.84274192312	NA	1101.60779865031	1559.3299315654	NA	2252.90675672356	1673.87809744863	1757.90428205418	1703.64005403593	1770.06176551973	1626.79474929979	554.62461115674	1240.34191556184	1795.2798575248	1689.79297262772	1810.03411836938	1535.37003373221	1487.03448691867	1399.72402253026	1087.63147977012	1460.06506887115	1300.0069211316	1445.94383570372	2019.36062153797	2638.28136804308	1336.59296203869	1590.52997311351
"FT1038"	2548.66736077724	3219.78613770573	1583.45763840206	2040.02289818532	1594.94746556171	3030.54760746667	4646.13941514633	2809.62134224463	7670.07344129064	3330.5236079582	2812.34895003301	2655.71204786975	4298.58158968023	3540.4239767985	4184.25835771104	4421.73382328423	1742.79603615408	2613.30976480851	2403.59617960342	2429.24536128758	3267.68835525297	3049.54921148928	2480.53102067591	2020.66566717735	4310.18765399962	3750.62972275358	6262.58289273984	7275.11203194118	3700.04271075699	2194.36487222273	6889.70880953838	3330.64079782814	4259.52144762317	2499.05289602969	1609.42998344957	2638.78266913287	3439.33416642964	2255.85781378236	2074.62059079064	2230.63226763488	2428.9221020807	5017.81148598763	1618.6951322025	3140.8033385609	3581.41968490216	4707.10007327561	5387.13836755655	1660.96027677308	NA	3455.97649753455	2230.10089830261	4509.90939324783	3273.79347902098	11317.1940667425	4152.45862125001	3011.64173677083	3553.11752190711	1989.40182128552	4598.03305794585	4905.20914405189	4665.34311149426	2996.6802402242	3262.63562626607	3708.63831254409	1929.24139832684	9340.4867520702	2706.71386074992	3374.29991865694	2875.44195152895	3544.16478043508	2923.0425249042	2922.15165675467	3222.06105163913	3078.91284861774	1842.83329971685	2046.66950427287	2600.78132062277	2599.05494472846	3923.62057274442	2439.92539280479	2930.41274995408	3716.37225601395	NA	2582.45510894403	3451.97788665625	5273.73946908635	2315.78265975922	3479.61410432241	2904.15023537942	1621.64085735588	3383.75393266459	2536.12672441179	3403.4521419548	5281.76858340094	1879.91300968707	4199.35495618994	3734.02984177976	4322.47119342065	2159.64544512094	2139.32597248933	2343.75288223634	2074.2381478059	2123.46665716108	4027.90477652356	3091.33262848414
