"POOL_01"	"study_01"	"study_02"	"study_03"	"study_04"	"study_05"	"study_06"	"study_07"	"study_08"	"study_09"	"study_10"	"POOL_02"	"study_11"	"study_12"	"study_13"	"study_14"	"study_15"	"study_16"	"study_17"	"study_18"	"study_19"	"study_20"	"POOL_03"	"study_21"	"study_22"	"study_23"	"study_24"	"study_25"	"study_26"	"study_27"	"study_28"	"study_29"	"study_30"	"POOL_04"	"study_31"	"study_32"	"study_33"	"study_34"	"study_35"	"study_36"	"study_37"	"study_38"	"study_39"	"study_40"	"POOL_05"	"study_41"	"study_42"	"study_43"	"study_44"	"study_45"	"study_46"	"study_47"	"study_48"	"study_49"	"study_50"	"POOL_06"	"study_51"	"study_52"	"study_53"	"study_54"	"study_55"	"study_56"	"study_57"	"study_58"	"study_59"	"study_60"	"POOL_07"	"study_61"	"study_62"	"study_63"	"study_64"	"study_65"	"study_66"	"study_67"	"study_68"	"study_69"	"study_70"	"POOL_08"	"study_71"	"study_72"	"study_73"	"study_74"	"study_75"	"study_76"	"study_77"	"study_78"	"study_79"	"study_80"	"POOL_09"	"study_81"	"study_82"	"study_83"	"study_84"	"study_85"	"study_86"	"study_87"	"POOL_10"	"study_88"	"study_89"	"study_90"	"study_91"	"study_92"	"study_93"	"study_94"	"POOL_11"
"FT4056"	7136.86682679552	2729.78467082931	3991.27525349147	3292.02346233088	4341.92517873917	753.792879666662	2909.90627535544	2635.27352683129	8727.54582809434	2722.28419870287	3848.12763292415	5680.19226890294	4187.55321822135	2779.1734554742	3954.90871840898	3071.34005389327	3920.07466058102	4189.67504794808	3817.42742927697	3284.73566077746	3822.73504403533	3392.35443278202	7172.78013383844	2529.52830587451	3986.28625874939	3329.0331570852	8071.91101521932	8205.16305525439	3304.95188779102	3409.38775427318	8143.7087869443	1560.82382512783	1440.36902717401	6351.56259003613	4535.19860759937	2299.84326493062	4337.11568489032	3529.64196994311	4038.68369583387	3260.768001228	5684.3791326622	2124.98351077569	4785.29893460079	2854.723656073	7408.6677683864	3088.4306929079	2029.86273162427	3961.72908047911	5962.20982523286	2420.25732952861	4891.30188126924	2488.56275265452	4344.93366083915	10085.9864056146	4187.24451551275	6585.89846139312	4224.94849684465	3376.52499279905	3945.59518994237	3895.90944264111	4679.60963384518	1615.67266702605	10722.8232351735	3897.30700909126	3314.35344899665	8598.07398721228	7454.30674565415	2033.51963520759	4412.45958262087	3210.70812485956	4855.16239981644	6353.15458035634	4476.52600786748	2438.98806949196	3938.48093867722	2911.76272366074	5509.13767675761	6465.45290970891	4321.11272448695	5292.48376269353	3253.0464618406	3531.95041291514	7317.67328042817	4004.89443474833	2734.18120543393	3224.4184176486	4290.19532030682	1644.0671989939	7801.7804241032	4686.29475353248	3079.16476984106	4846.59659327143	2780.00526343751	1818.77296224331	5978.44552007796	2634.8994987276	8246.84169712756	3684.78261637445	4840.10887130547	3958.16716939741	5583.64090460768	4325.63559611067	5679.44725236995	4618.4271427985	7947.19279531801
"FT4062"	8478.74686830776	9136.28925532227	10207.0303174968	13986.0972597149	10045.2482784493	13008.896252324	12751.2034048207	14795.2425397348	NA	11922.41883708	8937.91724101155	8587.73399909965	11435.7903021391	19090.4521140317	13338.3756551455	11310.5823235231	9935.43934477406	22956.2840855231	9160.69057556573	11373.3527440622	15359.8282619045	10183.3778357104	8249.60828427825	17828.6138359827	10650.0160623941	13149.0219363216	NA	NA	13041.2686785541	21593.5957765071	NA	20104.9971092003	17782.4765501017	8239.59397242443	12953.7689694537	11972.824835789	11889.7984160732	10019.7109384442	14161.0844670108	10675.7618002478	7850.97482220738	15082.2698836369	11321.4190117845	12871.8248282591	7823.59566047985	18547.0567236008	17283.3296143276	12170.9097381632	19576.9528736205	12397.2095516628	10706.4402327508	10705.1209725434	16755.3274405595	NA	10873.1653499078	8087.70090863605	10584.0518639523	10525.7285105106	18114.6040728839	9332.97733030111	11062.1395547173	15482.2491739833	NA	10038.9526115261	15620.7715800065	NA	7972.27548815108	14873.2081560539	9016.86506864668	14569.698476388	11971.4921551103	2115.96993162464	11381.8791145157	14131.4624105649	12398.475590841	14271.8234877439	23396.5460600235	8028.35586192532	14056.7428459416	27188.4943814333	15517.8040301926	19761.7629354453	23280.3433320945	13641.84022547	14757.0047387001	18054.9028853561	11025.1364377704	15416.8563279441	7644.0960473682	11406.9949637344	15150.5768417893	10283.6311657382	12891.3334143177	10252.6718991282	15145.0250481339	19971.8129452787	7667.64467899897	9086.81257164676	11902.1522729206	14112.9243398151	17190.847284194	11837.1231797521	15589.8512841221	10715.8616114178	7763.02902716166
"FT4067"	1440.84437877321	842.079194412328	900.364467108574	1843.2848231252	1398.93934199331	1266.11920137922	1230.72864406813	951.554224424707	NA	800.457730638589	714.758454597077	1594.38577829315	1681.39009853753	1632.66946629472	872.360582781045	708.452460380515	1048.29774525817	NA	755.600585966292	1499.92141534045	1083.68818589607	925.044749717919	1522.76221065536	1531.01458015635	860.505374000686	1198.74430338244	1396.78296712599	NA	869.548532717784	NA	NA	1605.06043182873	949.063762667533	1405.48733422065	1018.69813661097	940.528123188557	816.599354030719	1082.45247970558	NA	845.18301169128	873.737171263596	1229.06378063576	1562.88147964393	834.031283179431	1306.99305887687	1506.0103526164	1776.42074204064	NA	NA	1747.53767780255	855.687583542174	711.074909720299	1449.61213636364	NA	810.807212366476	1406.74544887926	875.14630594453	1168.72622009662	977.540004532053	792.423453545426	1168.76179429713	1267.22919386161	2059.33579736205	NA	2182.56142256154	NA	1456.12537706951	1252.47098607711	782.840709930042	771.418985581651	643.897537658958	2388.83168247946	1130.93267731823	1044.72904832738	933.73995116438	1613.93957712415	1484.25332944225	1407.25426653113	1383.36198657333	2788.76885955379	1538.31518419329	1237.97490765513	NA	967.333483462458	1491.97566112992	883.629596286477	1739.59987176448	1238.86387165187	1277.25737197347	886.857592273528	688.483396278314	818.293531034573	969.047164034549	1141.81298895916	855.060077240395	1186.42754802961	1256.22317436201	694.458481439425	837.853505445461	823.017402147284	NA	NA	1190.22157969591	627.302198896348	1276.42801099387
"FT4080"	5382.73351354681	5780.36899809933	6428.42646513684	8759.60146133851	6284.45764633917	8292.65324908114	7966.90007046276	9505.40134446224	NA	7353.03202734148	5404.61526734194	5437.64216934215	7250.32574244443	12117.5007385767	8493.21424019391	7071.19652368483	6343.68570010071	14292.0216996036	5903.38034931072	7183.18498632755	9825.61321729653	6555.84634809702	5023.74258890683	11540.4262392416	6629.89798368846	8283.77224341609	NA	NA	8271.02127018152	13671.1993026188	NA	12911.416650023	11308.1800363326	5087.44704598917	8192.205550006	7638.6520819164	7535.18767663199	6292.36798798447	8774.25659291893	6536.3661254378	4951.37773806026	9332.64617717536	7337.90204374799	8165.84403648785	4937.05334186351	11721.7426221252	11031.2931764625	7503.95810645204	12460.7284097843	7788.53776860187	6802.38122542377	6860.72216134661	10687.6461713287	NA	6958.34081838192	4953.82534468746	6949.44351601115	6565.19854969973	11770.1728233265	6080.2446876929	7039.53501515628	9886.02020810712	NA	6457.12745668504	9471.59186912384	NA	5061.61750578801	9314.89451729406	5855.58491077951	9542.12644144686	7799.53913405966	1305.74713810673	7330.67596345898	8936.30834849331	7922.41597823467	9052.59495500974	14595.7624636297	5281.67422917814	8920.89960995972	17153.2581749477	9697.59694370608	12504.5995569685	14815.5824671875	8541.66848456764	9331.50492079111	11181.0249769515	7046.59068323531	9955.42288599051	4766.79065698865	7195.52717052107	9319.68539447383	6472.68409811528	8351.5937768079	6746.72300795691	9628.61870245344	12492.6349911778	4638.08905902915	5782.84851840849	7441.33195481272	8980.71500346794	10956.633003915	7491.73781616855	10107.3754450208	6704.97475844951	4903.08676754453
"FT4107"	2228.21865789677	2321.59430667055	2605.33080888317	3450.01731827566	2429.12279833534	3456.29418670264	3317.12830042076	3842.35852480088	NA	3095.28178959515	2377.29486290404	2305.39783030941	3094.96047419792	4933.81172533808	3544.6588262636	2899.27221871438	2495.95691300072	5833.34500313844	2361.47615703341	2906.12097966003	4065.23014697449	2833.85926093851	2116.33861763801	4575.4091346268	2805.2217893517	3204.94487293399	NA	NA	3336.63700470947	5598.87350431583	NA	5164.53627392306	4630.25835445573	2131.98899513075	3356.70876710079	3152.64529221484	3096.61825081677	2604.13506947557	3484.51329516638	2570.53257063773	1935.88744939164	3835.60719742229	2974.11405370804	3452.62388211725	2056.34302924323	4632.40425241483	4486.90763984846	3098.09470552895	5106.58370466362	3238.30314823843	2859.7014768383	2715.95032549367	4367.11903846155	NA	2823.99757809814	1997.29614416466	2651.80094387235	2762.36327776195	4802.53831646702	2588.73144400523	3028.58188105658	4014.7269804166	NA	2582.87478626944	4079.45784066441	NA	1935.79187238902	3867.90692203569	2450.66250758237	3922.54145067264	3097.05583732326	NA	3046.4033253136	3736.4563660801	3167.17967958691	3723.87477858246	6152.51910690388	2142.44950486695	3744.26846096926	7224.86450795117	3973.64890266146	4971.24639593864	5955.26731644733	3531.34707348319	3739.83832665551	4679.32078860423	2928.22883325376	4015.76553923532	2082.50206769243	2877.70666557637	3845.34784777943	2711.45514809221	3485.64876788686	2759.80424191826	4051.57517632568	5005.64746247271	1927.31557591664	2386.93090464094	3047.397569301	3667.77362851206	4490.32802877844	2971.32091067423	3981.26610253869	2618.62920383104	1968.81462243257
"FT4118"	NA	23782.220053699	15583.5980175138	10262.5746472848	8677.68681853081	17097.3230009045	10698.2459955746	10109.2195620602	NA	10768.7188243101	7123.09704231322	NA	17781.3912532777	13218.8453151537	6222.02516895003	13241.506091886	9758.73067587629	NA	11332.9024344723	8847.19689893069	10468.9191278961	8350.08181156378	NA	8059.81807234369	20154.0630508355	15079.1355690426	NA	NA	NA	12028.5858845685	NA	21272.3136975557	31085.9564705563	20613.1788885492	NA	20428.3418466315	NA	27250.102115099	16522.3573587109	14779.9283081326	63852.5522297729	8942.19471566738	14267.5702139811	14492.4904840026	27191.2779407023	NA	14725.2645734335	14225.3737929049	NA	NA	11121.5373280863	4632.43586173266	13191.5747002502	NA	NA	NA	NA	17569.7779636523	20514.0526380634	16749.0640196686	32511.0486684799	11383.7322564673	NA	15912.3598082731	13853.1292048045	NA	26763.3500331604	24064.8380954304	9559.34170065663	12567.2531818117	NA	225996.922355358	NA	13754.3354974879	10890.3161652949	14258.2361870803	15101.3391447745	22999.4869490733	NA	6514.4280635288	7565.18541106792	7718.53895979583	19444.4360692162	7331.49499254291	15204.1905861546	10046.9163196383	18332.3103764826	7536.03629615124	NA	14799.0562639825	10004.3586392199	5649.71116497374	7461.94976083836	33206.9391054664	13528.1672493908	NA	NA	23334.0706105909	16485.2662840353	10029.9219954839	22572.7486311115	12070.9316762987	20572.1297680571	12673.7156993914	25657.1629637005
"FT4135"	NA	9411.319374944	NA	11989.9460618313	NA	17351.2766282542	9506.35081219538	11139.774100623	NA	11797.8847352967	8316.27196400959	NA	8167.18081418458	6870.29227789772	13723.7141887873	11106.3163348999	8636.31956446783	21171.446696507	NA	14528.963538944	13161.132144129	13902.0770427384	NA	34368.1271595879	11500.4194220555	NA	NA	NA	11252.5835746787	20496.6142414241	NA	14788.737093876	NA	NA	6748.45927151464	8878.99820114906	8481.90223593494	NA	NA	8856.66516912924	NA	26250.1208432583	7287.90891515809	11626.1799414312	NA	21233.3224930904	NA	19696.3216219977	12076.1454961413	NA	15008.7894586587	16776.6857056731	6967.95086013988	NA	23260.5501742257	NA	11253.765875298	11293.9387323535	38445.9494254292	12103.7192893229	14255.1945288289	20244.5794979115	NA	17152.0852511048	13621.5232003948	NA	NA	9740.66544587057	15936.8910638344	55428.5117486909	26031.2496754866	NA	15157.4146841306	20683.3555601123	15977.8444728421	12159.9564954171	NA	NA	29575.2950323522	31366.5973709049	12430.779651386	43102.1277151919	20145.7964028533	28270.9499942842	17988.5522587947	24192.4975334969	10205.2911220526	40899.9250539927	NA	13454.1595748122	29809.9454239547	8834.30560586399	26748.727754522	19787.9643124398	33371.0414985976	46326.1321444177	NA	14169.6419178454	20242.4179094075	16704.6950705158	10322.4995631703	46809.1672335003	51360.3819576839	12238.8999723885	NA
"FT4212"	15597.5823242935	15844.6616788754	15485.9522444795	16237.742459724	15933.4553176405	16533.4110649782	14963.9525200617	13709.2026339161	19534.610487326	15664.4427919378	15957.999396668	15660.8558058559	17142.9158974127	14274.1314606501	16210.5629783789	13307.9974313301	16414.8823494321	19983.9347700092	16756.3028141625	15630.5106127083	16023.7813681607	15926.287697029	16094.4353991808	19939.4319667435	16252.9875190863	16241.7375942786	20017.9868797527	25557.3112735446	16168.1261314175	19471.0439209778	21876.2730155512	17509.7059920446	15867.6230801539	16464.5988488167	15784.9506393231	16363.9695513187	16002.7840225023	17411.4895242014	17249.4617989529	15233.274112415	18011.7367013722	17895.8485230154	16302.4365021494	16485.9869168444	15092.2493420201	22300.1283898995	15967.2640466416	21485.3124375311	24946.1415221253	18989.8208562161	15283.1285994913	17286.4126985523	15634.6868465402	21452.1919878445	17130.8539485695	16601.5434410976	16392.4388391834	16569.0725486314	20122.8117505159	17555.5448386135	20367.6690608521	17971.2636761034	17696.6846461289	18979.6158964389	16973.2821740374	20474.3250001098	15311.6482071708	18706.6047127362	17706.1007243313	19209.7598290247	15428.4223450007	21101.1197108861	18798.4977971137	18849.8657779911	17039.113828417	17826.6988936756	22358.2627004714	17223.5876556015	15433.2620689452	29456.6394864895	19288.9227662775	19684.5084006721	25423.327853114	20393.6764489613	17641.9789510981	18291.5101112836	18935.823926332	25982.5178639597	15581.5202499194	18614.4844206325	23283.7732903309	16977.4987106829	16486.1570010281	20706.5101647226	20470.7039267096	22455.341799179	15366.0318790667	16726.0289061857	18718.2765838012	19883.8940729044	21268.3046276085	23595.9316820657	23605.4991145858	18734.0896268631	15370.3300066982
"FT4283"	2375.35362258577	4560.0761959997	1146.66081576685	1795.56924185317	1745.35592119731	3015.82924167099	2115.92679570565	2499.13753860975	NA	1910.86562983736	1515.21019395438	2196.76288235466	1365.67885132059	1956.77578982553	4210.67774679594	2016.47166481533	1792.72346474812	NA	1802.25107447221	1337.12885207715	2016.02078581418	3245.01636246909	2236.33702739927	1419.60014489172	1394.04965686455	1976.34466180556	NA	NA	976.853852273233	NA	NA	1278.88115959711	2041.08745510883	2201.41156924204	1521.34405395993	2056.39621342449	706.838651228234	2034.59191398376	1029.29058141335	1646.06511488466	NA	2027.96827582864	1084.20863897267	1306.21130643049	2194.79440984692	2836.66140721573	1869.58229424698	1447.81924197591	1507.25849562465	1949.25322639177	2557.28282463857	1526.3861510872	2234.52628321678	NA	1300.72433188729	2166.97970043012	2659.36433321534	3832.40792867845	1455.12706115469	2346.36371329409	1156.3010869322	1468.8741331503	NA	1886.65384459846	1728.18843520632	NA	2168.92062124044	2067.40800081172	2567.57507008801	941.96299308926	1939.37362926776	NA	1403.07135470172	1091.20642528472	1898.50851272841	1973.20669803884	1609.46819879091	2143.14027801805	1501.9974913669	2430.14575994957	2272.86827490041	1189.32471020233	2063.68777803373	1739.78898189673	1537.20446923321	2140.97896676034	1356.46682358216	1210.93512067092	2062.6063263804	1626.39186554949	955.086322973188	4133.58260015815	1641.78363665082	1620.92530171574	1253.37915966665	1573.6245106841	2092.21542904974	2241.03153706106	1964.30392142829	1542.73696172602	1305.45542593938	905.056970707244	747.100191016304	1788.93304234165	2047.63592936312
"FT4301"	26629.2007126276	10452.3154575179	15606.9805130097	5619.66024846868	22617.1868843517	5918.54554198501	9267.90150569122	NA	63851.1351455653	5593.01037537265	12130.4991836114	23041.8041039721	16998.1919716538	7790.61045829621	2691.61527813038	6198.75700459337	9411.00761011977	43119.5621488694	19303.0280563506	6601.49730650521	NA	5475.89146862988	28295.7969846187	19455.6741069622	9809.66299869919	9279.7728815879	62840.8821251137	40869.751142286	5871.64095485213	8227.55714071172	59874.8855645132	4788.17124735022	33024.2724151927	13774.6554134881	14830.4931462972	9941.04210937693	11061.0153679504	16754.9129017989	17931.1120956472	5120.02572195486	37753.9620438457	5749.02450331996	13586.7981475614	5361.66808221378	27798.2129005249	6149.35212145287	21487.4972358445	9167.56460909596	25016.9647820124	NA	2477.81079884402	5081.33750994312	13821.2980804196	77544.2264093639	NA	26534.4815643543	4659.15061540161	7618.88000363688	16901.36918702	8499.48674164726	11666.2191083892	4742.63342819218	65542.9494540047	6943.47311972467	NA	85590.3258808793	30115.7501159418	10512.967103128	NA	11477.2616316969	6031.31470486799	35817.8654313339	NA	NA	6045.27167117719	3810.81051023126	9179.12795550256	22851.741759719	5741.37797329687	NA	9247.6402582978	12496.7068676704	11215.3941176985	NA	5393.07109501758	6707.92760152349	12704.1835641588	13629.1123552134	28152.5523548939	NA	10922.3981362617	9672.43500277973	9215.44846008523	9349.89392940172	6944.89193427456	18355.1691420886	28438.3321106984	8483.32984996121	9079.62741729061	6804.79846947773	15329.1935077244	17419.3690646237	25411.2898578961	NA	27034.856974743
"FT4337"	2110.47236102855	18875.553319346	25508.8172085848	13817.8986143456	13552.00780878	12662.6619158924	10883.309070635	13097.8971982916	14450.8489282965	10737.3791233943	20167.98061324	2321.09220318417	9100.60491943487	17433.793927053	25580.4135325352	10297.0428699738	25705.8213951782	955.717773686462	9371.20726991791	10682.7823642525	4257.35445905208	11097.9566467471	2612.82790878419	4986.87123600231	10748.4139611391	9350.26457347632	18256.5433544848	4649.12397449867	12060.0449362199	3173.18428156602	11113.4716974522	16088.7232692619	5705.35526446354	2014.51466912848	11570.9553924869	19213.0690058726	15090.6157071071	19263.7503562991	22140.8753162183	10933.8178048159	14950.5310265211	12087.2440821843	11461.1924945306	6588.96109323859	2028.11197969894	5028.876266651	10370.8091072381	4656.58194880671	4666.18507644907	15158.6863385259	12788.9587686298	16328.9817370085	12050.5553181818	4558.72468093878	12687.7836590078	1693.35887014286	18238.908147207	11256.1738820409	4246.04479113741	11444.8815436974	7500.62550002928	13331.6908071644	15992.3708282378	7662.26405453598	10727.4737937119	9616.02963344504	1396.80653027252	6032.80248452153	7346.54637473836	6904.65387795462	13921.7840892197	12578.0428005168	28337.8818245018	4761.62765563859	13382.8493773752	11953.7975647609	2179.05681054437	2096.42638944992	6646.60649426133	4911.47789990479	9267.81495758617	5076.76939399393	3821.14280955677	12056.988307795	15089.8533813386	11364.6910754618	13785.2602692926	2201.11043601005	1577.59576416531	9432.13600263657	3830.27728266956	15442.1146530676	10287.4091601739	5246.54719947637	7078.86998663174	5847.91254026814	1497.81221296956	6677.81427868462	6695.7511299696	50957.1216285611	2121.92265586298	5641.60419648895	4624.27886621004	5541.57713048791	1531.27769547154
"FT4369"	11307.274444907	11409.0727116239	12428.4266857775	13146.5226976413	11917.4316098951	12601.4389669962	11675.3725081912	12831.7575678521	7342.69145618772	13314.6554547439	12223.2532419496	11575.0911981797	13812.4376107715	13236.8327743516	12642.6504268421	12796.657596388	12687.6174380228	22747.5561325729	11835.0698169038	13250.7590326864	14016.8651946483	12378.9692804883	11402.1646323578	17248.7918897508	13022.0025846471	13163.1283941961	5031.13900502691	NA	13269.07371654	16684.9583264902	NA	13935.6043806687	13188.0283484179	11519.3039668675	13092.3537640848	12999.2234032884	13349.4611725884	13665.043110351	13357.985041481	12228.2050027942	13622.0863565096	14747.3612033071	13596.4338453575	13610.5440514831	11478.9315957039	17070.9341628748	13957.6042988671	17328.6677537413	20338.7138926341	13947.2252651069	13857.382247171	13291.6456981034	13723.6701923077	NA	14460.6536483606	11448.7854519313	12633.7208649082	12775.232392082	16325.4463535983	13039.8511016638	15311.7494996537	13561.3451783184	3064.58654844258	15911.2514082359	14219.7737263585	NA	11472.130263901	13805.8088947333	13118.5395412952	16748.8644490832	14445.0217146068	11572.630942961	14276.5366171941	15071.4485884913	13435.4509214489	13952.9687904885	18852.7755956175	11742.678229222	14860.0929807157	25043.8210984686	14425.0253933162	18492.4360445019	21748.8316028815	16562.4284670069	14976.3973961677	15474.1622931675	14268.5388483934	19411.9330539861	11217.1765102283	15211.8551814714	18144.73306664	12518.148205917	16495.4551934707	15255.088738768	17067.2749874869	18652.8382556694	11432.8380363198	14630.9558472546	15630.5441786358	14750.1467906911	17293.097727264	18374.9926703459	18989.9411461921	14420.3134003819	11354.1323692809
"FT4393"	NA	5977.27057663045	11679.7430393341	5972.24178499191	6134.17161098376	8139.96000262121	9907.38625263246	7562.41195826743	NA	5484.65028419933	10013.5245089998	15974.7693918367	5484.14204518396	14155.5587076721	6331.80586429989	14358.849031031	6889.70586860722	30205.1806842634	6788.26806471008	13809.9508229972	4802.96479246434	NA	15009.2744984006	5988.28958670702	11602.2165724334	7062.5781710412	7521.34382249353	23746.7588871848	6902.07189387541	11552.4320754369	5000.46494310555	5195.75048876927	4762.19178803047	15776.9604006404	10138.6198412393	6434.24866425415	12899.0594663276	9256.9282583271	8228.30218659596	17877.673289491	5570.59046842449	10620.2842503262	7527.747957275	6235.46588443169	16343.8073113834	3349.66135704223	5160.42330651316	52586.3150603665	81783.4935930111	9250.46779193902	15436.5413024077	9427.16936749108	7712.61486713286	NA	7237.63790543081	15140.6362650481	7056.34281404871	7400.74298318362	4327.64244396374	10799.3457097233	4592.13598340355	9661.44927916842	6367.11818448704	17054.6725481487	5575.38123448191	25907.2165195196	16124.7064044288	5684.75071923185	7637.77083884035	5786.51333005174	6201.1671410525	5085.42790369641	14977.6270522442	7399.78281412046	12128.360681965	6345.84225162027	4593.89414451532	NA	5015.14241946412	2957.80517333679	5382.22614731294	4717.75896369274	61423.2007470095	5284.49852896991	13356.321127329	12039.6430396149	6970.02235861094	2549.00169867398	16493.6366089526	8144.78574577934	17102.498727348	9001.30284850622	8246.69079620896	6061.13695900145	7343.69914656044	5840.15881651204	18065.9753994325	4759.52865667888	NA	7157.53595299469	34080.9725760773	6266.98644582229	6577.5072548669	9145.83916585715	NA
"FT4426"	NA	690.365204203853	NA	NA	715.106679019053	1038.58149980573	853.039667506484	689.477367292529	NA	671.699631207454	702.620160207667	689.983803782967	NA	NA	700.963006959226	NA	838.393918125788	1056.47949752287	635.498240685284	577.599844135511	747.19499791472	551.390156661906	657.705851951491	1127.46196722638	731.033044982106	NA	1281.48524975908	1854.31450154902	798.711311311553	682.686530473889	NA	733.378057702229	844.759502620478	666.856537537062	935.394148094795	NA	NA	947.908289026884	591.406733644061	723.736969522197	NA	702.712102985177	876.8491415764	631.303751113134	742.210534842215	819.994149570461	NA	1050.1216244686	1070.5362072628	711.819766489528	NA	736.147855798065	760.212566433565	NA	579.825946891788	636.897643055433	843.200711730645	798.592363212139	993.076881865941	601.422508510564	619.624689723099	597.435182322756	1091.32974746749	1079.72966059076	818.955312654961	1155.12693846568	668.016790147786	NA	754.865896564523	826.092850031903	660.688105289134	NA	909.980961308461	975.936116409389	759.725502218511	864.182682194942	1036.26746727167	727.691522313822	887.167931195784	1693.60515587508	834.076479389942	983.286673132846	1022.27757588247	955.489241774324	854.295266609864	834.920551481424	640.255934973193	1027.53024436369	628.498325145784	686.574708795095	1039.27548053723	759.19117945947	917.097752940656	942.818621095077	779.480614426544	1061.15975148346	637.489999404649	601.210432885881	930.304086831708	622.820956541397	724.133275934969	965.102671563753	1068.05884773763	NA	658.416393124962
"FT4446"	7075.98658269911	6806.21673401431	7801.30368452991	7262.21056812291	7044.62830896129	7313.55034180313	6706.41235287908	7283.98761726398	10635.2144753311	7636.82790495456	7598.47195029467	7126.58084812677	8224.93933008862	7579.66373756291	7387.62749973896	7461.3282532809	7517.21017892521	12256.9576326937	7046.99333745679	7776.63256296404	7913.21463263415	7226.41449921872	7185.32636665013	9489.10302537829	7663.21937742606	7662.47467458383	7154.62325445166	NA	7868.07736992773	9027.26197091815	NA	7762.84593568216	7462.63803916557	7017.59187845774	7724.80831977797	7489.54146806498	7723.8159105817	7979.09398860692	7881.30515574685	7108.63580497221	9130.13864072595	8245.62000225641	7766.37081842261	7859.48066576819	6925.41959577387	9200.85575967712	8055.85240384914	10419.0841227534	12923.3376885652	8038.52729017596	7735.63050207741	7632.48604092922	7646.90353846151	NA	8446.02319020524	7141.42774356387	7213.49821414455	7453.19485326478	9099.79143679489	7845.30838465852	9406.25908206815	7596.57300036889	5015.97049936467	9355.28587037024	8037.56016792385	NA	7097.53992641983	7793.31588254396	7524.17151251224	9508.22975739373	8515.80340864817	9883.78357144277	8319.71774050318	8538.17928362211	7767.60480376139	7655.67117892521	10283.8672223707	6863.73034713812	8324.19995355334	13041.3860658074	8129.44651614311	9884.884083544	13205.3913774924	9420.47507390056	8371.73411621622	8357.39896018684	8584.31601803192	10881.9521945637	6866.769736432	8893.35677939618	10145.1511527037	7157.79414453222	9303.9498533714	9070.73314717453	9668.82231002836	9592.48885666096	7009.04252713687	8448.32055343652	8730.3098737915	8202.92212076642	9622.75576770457	10738.1749875408	10665.5671028513	8183.34849234478	6928.73482940808
"FT4471"	5725.73402816141	5145.06363951272	6830.38145448155	5108.32972017086	6116.80081754594	4970.90966290685	5605.16029021574	5593.6519923385	3791.52163939818	NA	6037.92636353056	5316.43966080274	6935.61063539844	5523.20552282221	NA	7512.48013040352	5800.70075844064	15715.3554133609	6099.81113905421	NA	5934.03192020161	6058.31701004182	5580.21210374482	29304.2676599199	NA	6848.08638116301	3714.24601501166	3734.59868904319	6365.92207497132	7517.15817609415	3639.39023039399	6504.26986136801	4949.58998899919	5239.60971658357	7369.18794839567	NA	6024.08847388616	5738.93186205759	8319.48970176382	5891.30405718217	7085.70946167976	10789.9890549337	4424.95502208185	6834.14848175535	5699.82836520511	7135.80868558845	6694.43854536563	6396.64190929989	NA	5653.10266047173	6040.66677095318	5826.95230113945	6148.25536363636	3942.61370127435	8679.97788172854	5900.59634985553	7238.14519286758	4681.34581177487	17434.4993090059	7787.68793050918	6368.37950380282	18338.9417002207	4567.17773465817	6843.23436567017	7049.88176701293	3143.3052571273	5436.20100300984	6461.99058860469	6585.00368976089	16408.3610071227	6088.47974588622	5633.82967778523	6580.10725666016	NA	6328.68046657381	6185.76406552725	9049.25389312479	5231.31662940471	24306.2046744867	11069.3206743471	NA	22086.498963135	NA	NA	8666.61728701732	6542.5463195441	7762.81240182965	31266.056478539	5369.61134572429	7338.41810035131	25459.1811158559	6054.38441164405	22749.7209061697	8394.24949847633	20701.7735423259	17484.3454757189	5488.14637086924	7236.05893686833	7643.50820212214	6351.13849523189	7662.74515644708	21721.0133307764	20306.2291567432	6578.31713423484	5576.05094969638
